"site","plot","year","UTMx","UTMy","sekhabtype","terhabtype","pHjord","pHvand","Cijord","Nijord","CNratio","Fosfortal","NitratN","Nilyngfamilien","Pilyngfamilien","NPilyngfamilien","Nigraminoids","Pigraminoids","NPigraminoids","Nitoervemos","Pitoervemos","NPitoervemos","Niandetmos","Piandetmos","NPiandetmos","morlag","vegetationshoejde","vedplanterover1m5md","vedplanterunder1m5md","dvaergbuske5md","vandflade5md","lyngensbladbille5md","enebær5md","gråris5md","havtorn5md","hoeljer5md","hvasavneknippe5md","klokkelyng5md","vadegræs5md","graesningbin","hoesletbin","indikatorarter","antalarter","antalstjernearter","antaltostjernearter","antalenaarigearter","meanscore","andelstjerne","andeltostjerne","Ndep","nedbør","jordtype","slope","aspect","pEL","pEF","pER","pEN","pGC","pGS","pGR","pAnnualsGrime","pchmax","pslamean","psmmean","pEEL","pEEF","pEER","pEEN","pEES","pLDMC","pLM","pLS","pnaeringsratio","pEnaeringsratio","fEL","fEF","fER","fEN","fGC","fGS","fGR","fAnnualsGrime","fchmax","fslamean","fsmmean","fEEL","fEEF","fEER","fEEN","fEES","fLDMC","fLM","fLS","fnaeringsratio","fEnaeringsratio"
1059,496348,2006,"579850","6371560","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","82.76037687802393","0.","5.092946269416857","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5","4","0","0","4.2","0.8","0.","12.947399999999998","781.1","2","11.417377","118.221519","5.777777777777778","mv","2.","3.","3.6666666666666665","8.333333333333334","0.","0.","0.19092592592592564","18.388518518518502","27.34770909089723","6.","5.222222222222222","2.","2.7777777777777777","0.","330.0574074074073","3.166398989898989","47.625613026819934","1.5","1.3888888888888888","5.8","4.","2.25","2.5","2.75","8.75","0.5","0.","1.8435","32.593333333333334","32.90593030302643","6.","5.4","3.2","2.8","0.","322.7526666666666","135.04030292613635","1645.184856321839","1.1111111111111112","0.875"
1059,496350,2006,"579870","6371550","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","0.5","80.2139037433155","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","7","4","0","1","3.428571","0.5714285714285714","0.","12.947399999999998","781.1","2","16.364336","147.681335","mv","6.","7.","9.","12.","0.","0.","0.","1.32","30.37","0.196333333333333","6.","6.","7.","8.","0.","212.5","101.221290945","3841.5","1.2857142857142858","1.1428571428571428","6.166666666666667","5.","3.8333333333333335","4.666666666666667","3.8333333333333335","5.833333333333333","2.3333333333333335","0.14285714285714285","1.519642857142857","32.0375","18.965967316015103","6.285714285714286","5.571428571428571","4.","4.142857142857143","0.","258.537619047619","20.83226492717424","778.2065708812261","1.2173913043478262","1.0357142857142858"
1070,559802,2009,"535890","6304940","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","82.76037687802393","3.819709702062643","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","mv","36","11","1","4","2.722222","0.3055555555555556","0.027777777777777776","13.999799999999999","763.6","1","mv","mv","6.96969696969697","5.095238095238095","4.1923076923076925","4.16","4.333333333333333","4.233333333333333","3.433333333333333","0.","2.5267543859649124","26.680493827160507","5.139819511042376","6.717948717948718","5.17948717948718","4.871794871794871","4.128205128205129","0.3333333333333333","307.3123076923077","75.40808311791973","534.6564516129034","0.9922935779816514","0.8473684210526315","6.34375","4.958333333333333","4.125","4.923076923076923","3.5161290322580645","4.967741935483871","3.5161290322580645","0.05555555555555555","2.2446875","27.118053030303027","132.14887619744277","6.484848484848484","5.303030303030303","5.303030303030303","4.7272727272727275","0.09090909090909091","229.79805468749998","181.40706358706547","3076.565015232975","1.1934731934731935","0.8914285714285715"
1070,573547,2009,"535830","6304950","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","87.5","57.295645530939645","6.366182836771071","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","mv","36","6","0","7","2.25","0.16666666666666666","0.","13.999799999999999","763.6","1","mv","mv","6.9523809523809526","5.592592592592593","4.523809523809524","5.6","4.828571428571428","2.857142857142857","4.314285714285714","0.06666666666666667","2.7944117647058824","30.067903225806468","2.9274234679930986","6.7555555555555555","5.4","5.155555555555556","4.733333333333333","0.","299.3372777777778","16.019675878016667","547.8692595238094","1.2378947368421052","0.9181034482758621","6.833333333333333","4.916666666666667","5.529411764705882","5.6923076923076925","3.967741935483871","3.774193548387097","4.258064516129032","0.08823529411764706","2.4927311827956986","26.891190476190474","121.41375369258043","6.75","5.15625","5.875","5.125","0.03125","216.10760677083334","99.06506797420239","2087.157363709677","1.0294599018003274","0.8723404255319149"
1092,558413,2009,"540360","6301780","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","130.","63.66182836771072","19.098548510313215","5.092946269416857","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","24","13","1","2","3.625","0.5416666666666666","0.041666666666666664","14.853400000000002","784.9","2","13.42282","203.877655","8.","4.","mv","mv","mv","mv","mv","0.","8.","mv","8.767750000000003","8.","5.","5.","3.","0.","510.01000000000016","mv","mv","mv","0.6","6.782608695652174","4.625","3.4705882352941178","3.2","3.5238095238095237","6.095238095238095","2.380952380952381","0.","0.8749305555555557","21.179956140350868","31.740681442750645","7.","5.086956521739131","4.608695652173913","3.347826086956522","0.17391304347826086","255.87699652777778","63.63620023375756","1677.8486077075097","0.9220338983050848","0.7264150943396226"
1092,558418,2009,"540360","6301760","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","100.","25.464731347084285","38.19709702062643","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","38","18","3","3","3.210526","0.47368421052631576","0.07894736842105263","14.853400000000002","784.9","2","7.049299","280.937317","7.833333333333333","4.2727272727272725","4.25","6.75","9.75","2.25","0.","0.","5.568611111111111","30.025833333333328","5.887389466088204","7.333333333333333","5.","5.","3.5","0.","424.4691666666667","151.928875","2868.39375","1.588235294117647","0.7","6.611111111111111","4.769230769230769","4.055555555555555","4.290322580645161","3.909090909090909","5.454545454545454","2.6363636363636362","0.05263157894736842","3.360138888888889","23.734876543209875","121.81251939776348","6.617647058823529","5.0588235294117645","5.294117647058823","4.029411764705882","0.08823529411764706","239.83799768518514","138.33639032859728","2803.0857690476187","1.0578877596111356","0.7611111111111111"
1092,558432,2009,"540200","6301860","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","3.","57.295645530939645","1.2732365673542143","1.2732365673542143","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","22","10","1","4","3.272727","0.45454545454545453","0.045454545454545456","14.853400000000002","784.9","2","34.358105","190.306976","7.","4.","2.5454545454545454","3.272727272727273","3.272727272727273","7.636363636363637","1.0909090909090908","0.","3.4835087719298246","19.956060606060586","3.8448738436937813","6.842105263157895","5.","3.5789473684210527","3.1578947368421053","0.","394.49907894736856","4.898489679386359","121.05454545454542","1.2857142857142858","0.8823529411764706","6.6521739130434785","4.733333333333333","3.2941176470588234","3.75","3.2","6.35","2.45","0.08695652173913043","2.723985507246377","26.529285714285713","181.96037204617804","6.5","5.2727272727272725","4.590909090909091","3.6818181818181817","0.045454545454545456","244.59718840579706","59.69543590604165","923.1231309523805","1.1383928571428572","0.801980198019802"
1092,558434,2009,"540190","6301880","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","162.5","92.94626941685765","0.2546473134708429","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","28","6","0","4","2.392857","0.21428571428571427","0.","14.853400000000002","784.9","2","41.061935","188.770523","7.888888888888889","4.0588235294117645","4.5","8.","6.857142857142857","5.142857142857143","0.","0.","8.06388888888889","34.56","17.816644179894194","7.391304347826087","5.260869565217392","5.173913043478261","3.782608695652174","0.","480.93944444444446","201.6","2224.025","1.7777777777777777","0.7310924369747899","6.038461538461538","5.333333333333333","4.4","5.190476190476191","4.904761904761905","4.476190476190476","2.619047619047619","0.14814814814814814","6.770929487179488","30.644046296296306","184.03279180259585","5.846153846153846","5.346153846153846","5.230769230769231","4.6923076923076925","0.038461538461538464","242.27405555555552","195.63972477710382","2895.593361742424","1.1796536796536796","0.8970588235294118"
1092,558441,2009,"540320","6301910","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","150.","89.126559714795","3.819709702062643","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","16","7","0","0","3.","0.4375","0.","14.853400000000002","784.9","2","25.745649","171.011993","7.65","4.0588235294117645","3.","4.666666666666667","5.","6.5","0.5","0.","7.738333333333332","29.7075","35.33577916666671","7.55","5.05","4.9","3.35","0.","462.5462500000002","98.6978125","1367.5870833333336","1.5555555555555556","0.6836734693877551","5.8","5.222222222222222","2.857142857142857","4.416666666666667","4.363636363636363","6.545454545454546","1.0909090909090908","0.","7.596","28.33","364.43862296278866","5.571428571428571","5.285714285714286","4.428571428571429","4.214285714285714","0.","292.7421153846154","486.3202919886388","5835.142196969696","1.5458333333333334","0.9516129032258065"
1092,558444,2009,"540370","6301810","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","82.76037687802393","0.6366182836771072","0.12732365673542145","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","17","7","0","0","3.294117","0.4117647058823529","0.","14.853400000000002","784.9","2","6.588632","159.636642","6.897435897435898","4.0588235294117645","3.7142857142857144","3.4285714285714284","3.75","5.25","3.","0.","7.777777777777779","24.55927536231886","366.54823076923066","6.769230769230769","5.435897435897436","5.923076923076923","4.743589743589744","0.","350.53519230769217","202.09319829516303","3711.951920289855","0.9230769230769231","0.8008658008658008","6.625","4.7272727272727275","3.272727272727273","3.3636363636363638","3.923076923076923","6.230769230769231","1.8461538461538463","0.","5.142352941176471","24.77314102564102","296.2871935025842","6.466666666666667","5.133333333333334","4.666666666666667","3.933333333333333","0.13333333333333333","265.41249999999997","103.4976039961726","1638.8682812499997","1.0277777777777777","0.8428571428571429"
1092,558452,2009,"540310","6301900","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","55.","76.39419404125286","12.732365673542143","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","16","5","0","1","2.6875","0.3125","0.","14.853400000000002","784.9","2","15.870028","175.800659","6.72972972972973","4.5","2.473684210526316","4.","4.571428571428571","7.428571428571429","0.","0.","14.926306306306305","19.03686274509802","1241.4776146425588","6.25","5.","3.125","3.4166666666666665","0.","316.06459459459455","41.588","1219.9416666666652","1.6170212765957446","1.0933333333333333","6.6","5.5","3.4","4.545454545454546","4.166666666666667","6.416666666666667","1.4166666666666667","0.0625","7.619285714285715","23.20861111111111","285.5901341967332","6.333333333333333","5.533333333333333","4.666666666666667","4.333333333333333","0.","282.88875","93.52886107314583","1389.233680555555","1.3368983957219251","0.9285714285714286"
1092,558482,2009,"540380","6301770","5130","{5130}","3.8","mv","6.","0.28","21.428571428571427","1.3","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","19.","44.5632798573975","25.464731347084285","3.819709702062643","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","39","18","1","4","3.282051","0.46153846153846156","0.02564102564102564","14.853400000000002","784.9","2","7.04014","197.270325","6.157894736842105","4.583333333333333","2.764705882352941","3.066666666666667","3.7","7.9","0.4","0.","18.820087719298243","20.813548387096766","1497.491091188195","5.5","5.090909090909091","3.1818181818181817","3.1363636363636362","0.","311.022697368421","746.0813308105166","1396.668939393937","1.1092198581560284","0.9857142857142858","6.555555555555555","4.923076923076923","3.625","3.838709677419355","2.9696969696969697","6.0606060606060606","2.9696969696969697","0.02564102564102564","2.196712962962963","26.361611111111106","108.52896953952002","6.666666666666667","5.194444444444445","4.722222222222222","3.8055555555555554","0.1388888888888889","232.52903153153156","132.8696869201308","1699.9536643518518","1.0589543937708565","0.8058823529411765"
1092,558484,2009,"540330","6301850","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","7.5","95.49274255156607","5.092946269416857","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","34","15","0","2","2.970588","0.4411764705882353","0.","14.853400000000002","784.9","2","12.385286","190.610596","6.838709677419355","5.024390243902439","5.233333333333333","5.466666666666667","4.633333333333334","4.633333333333334","2.7333333333333334","0.06521739130434782","4.626811594202897","21.14826666666665","3.9263182476926897","7.043478260869565","5.","5.326086956521739","4.195652173913044","0.6521739130434783","351.76195652173914","41.4104795723","849.1113888888887","1.0445859872611465","0.7877551020408163","5.645161290322581","5.","4.45","4.6521739130434785","4.115384615384615","5.961538461538462","1.9230769230769231","0.06060606060606061","7.35263440860215","26.83745833333333","190.80686493489515","5.7","5.4","5.266666666666667","4.566666666666666","0.1","265.817123655914","298.2265654418395","5667.698591954023","1.0454323400097705","0.8670886075949367"
1092,558492,2009,"540020","6301890","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","188.75","80.2139037433155","1.2732365673542143","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","26","8","1","3","2.692307","0.3076923076923077","0.038461538461538464","14.853400000000002","784.9","2","19.157057","165.613586","7.551724137931035","4.111111111111111","4.5","5.615384615384615","5.538461538461538","4.153846153846154","2.3076923076923075","0.034482758620689655","4.933448275862069","26.694242424242432","63.68784523809532","7.137931034482759","5.0344827586206895","4.9655172413793105","3.8275862068965516","0.","393.09517241379314","70.88600667087181","785.3701071428574","1.2478632478632479","0.7708333333333334","5.791666666666667","5.133333333333334","4.214285714285714","5.285714285714286","4.583333333333333","5.083333333333333","2.3333333333333335","0.07692307692307693","4.445200000000001","31.752447916666668","190.71190302067063","5.84","5.48","5.32","4.8","0.","247.56253333333333","282.4375725649291","6840.830034090908","1.2542372881355932","0.9022556390977443"
1092,558499,2009,"540320","6301820","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","162.5","89.126559714795","6.366182836771071","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","mv","23","7","0","3","2.913043","0.30434782608695654","0.","14.853400000000002","784.9","2","12.715596","227.381866","7.7272727272727275","4.2","4.5","6.166666666666667","9.166666666666666","2.1666666666666665","0.6666666666666666","0.","6.016666666666667","36.53333333333334","6.721331632653062","7.409090909090909","5.181818181818182","5.090909090909091","3.409090909090909","0.","431.86000000000007","202.99291869166666","5655.643611111111","1.3703703703703705","0.6696428571428571","6.521739130434782","4.769230769230769","3.4545454545454546","4.578947368421052","3.5238095238095237","5.380952380952381","3.0952380952380953","0.08695652173913043","2.817954545454546","27.535648148148148","172.34889862271345","6.5","5.318181818181818","5.136363636363637","4.2272727272727275","0.","251.15769565217386","63.81627227140915","1760.3584682539683","1.3254847645429362","0.8230088495575221"
1130,574084,2009,"556070","6293530","5130","{5130}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","225.","50.92946269416857","0.12732365673542145","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","mv","23","13","2","1","3.391304","0.5652173913043478","0.08695652173913043","15.863500000000002","807.7","11","mv","mv","7.285714285714286","5.12","mv","3.9166666666666665","5.583333333333333","5.083333333333333","1.3333333333333333","0.","5.0303571428571425","15.281749999999997","35.40918055555955","7.178571428571429","5.392857142857143","5.035714285714286","3.5714285714285716","0.","432.17328571428567","88.60928013174602","1441.463518518518","mv","0.7092198581560284","6.904761904761905","6.684210526315789","5.909090909090909","4.55","5.25","4.35","2.4","0.043478260869565216","1.2410869565217393","22.818175438596487","15.01274114357626","6.956521739130435","6.565217391304348","5.782608695652174","4.3478260869565215","0.21739130434782608","262.754268115942","111.18359554936528","2972.768601190476","0.77","0.7518796992481203"
